site_id,site_name,directions_to_site,administrator_of_site,number_of_docks,number_of_restrooms,number_of_parking_lots,number_of_accessible_spaces,number_of_trailer_spaces,number_of_vehicle_spaces,parking_lot_surface,number_of_ramps,ramp_surface,site_longitude,site_latitude
WAS02417,Westport Lake Public Water Access Site,1 mi W of the city of Westport on Mn Hwy 28 to N shore.,DNR Division of Parks and Trails,1,0,1,0,3,0,asphalt,1,concrete slab,-95.192545,45.708619
WAS02418,West Battle Lake (E) Public Water Access Site,2.5 mi NE of the city of Clitheral to E shore.,DNR Division of Parks and Trails,1,1,1,0,27,0,asphalt,2,concrete slab,-95.595721,46.300324
WAS02419,Rush Lake (W) Public Water Access Site,3 mi N of downtown Ottertail on Mn Hwy 78 to W shore.,DNR Division of Parks and Trails,1,1,1,0,18,0,asphalt,1,concrete slab,-95.572855,46.476154
WAS02420,Silver Lake Public Water Access Site,Approximatly 8 mi NW of Perham.,DNR Division of Parks and Trails,0,0,1,0,6,0,gravel,1,concrete slab,-95.660016,46.703576
WAS02421,West Lost Lake Public Water Access Site,6 mi N of Underwood on Cnty Rd 35 to E shore.,DNR Division of Parks and Trails,0,0,1,0,3,0,asphalt,1,concrete slab,-95.862262,46.381443
WAS02422,"Lake Minnewashta, Regional Park (E) Public Water Access Site","In Lake Minnewashta Regional Park, W of Cnty Rd 41 on E shore.",Carver County,1,1,1,0,10,10,gravel,1,concrete slab,-93.602089,44.878815
WAS02423,"Lake Susan, City Park Public Water Access Site","In Chanhassen in Lake Susan Park, N of Hwy 212, N on Cnty Rd 17, E on Lake Dr E to N shore.",City of Chanhassen,1,1,1,0,6,50,asphalt,1,concrete slab,-93.543258,44.854241
WAS02424,"Lower Prior Lake, Sand Point Public Water Access Site","From Mn Hwy 13 in Prior Lake, go 1.5 mi W on Cnty Rd 42, then S on Crest Ave to N shore.",DNR Division of Parks and Trails,2,2,1,0,40,0,asphalt,2,concrete slab,-93.40769,44.739394
WAS02425,Maria Lake/Hunting access Public Water Access Site,"3.5 mi S and 1 mi E of Cologne, off County Road 50 on S shore.",DNR Division of Parks and Trails,0,0,1,0,8,0,gravel,1,natural,-93.768843,44.718454
WAS02427,"Mississippi River, Norin Landing Public Water Access Site",Follow Hwy 39 east out of Monticello for 4.3 miles to Kadler Ave.  Take Kadler Ave north for 0.9 miles to the access.,City of Otsego,0,0,1,0,0,0,gravel,1,gravel,-93.683873,45.304269
WAS02428,"Mississippi River, 5th Ave N Public Water Access Site",In St. Cloud on 4th St N and 5th Ave N,City of St. Cloud,0,0,0,0,0,0,,1,concrete slab,-94.161105,45.564952
WAS02429,"Long Prairie River, Long Prairie Public Water Access Site",In Long Prairie off of Riverside Dr.,City of Long Prairie,0,0,1,0,6,0,natural,0,natural,-94.865877,45.975537
WAS02430,"Mille Lacs Lake, Shah-bush-kung Public Water Access Site",Shah-Bush-Kung PWA. 8 miles South of Garrison on US Hwy. 169.,DNR Division of Parks and Trails,1,3,1,0,57,0,asphalt,2,concrete slab,-93.759199,46.191091
WAS02431,"Mille Lacs Lake, Father Hennepin SPK (W) Public Water Access Site","In Father Hennepin State Park, 1 mi W of Isle, on SE shore.",DNR Division of Parks and Trails,1,2,1,0,16,0,asphalt,1,concrete slab,-93.493274,46.149149
WAS02432,Mill Lake Public Water Access Site,"2.5 mi E of Long Prairie on Mn Hwy 27, then 6 mi N on Cnty Rd 29 to W shore.",DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab,-94.748973,46.034495
WAS02433,Long Lake Public Water Access Site,4.5 mi N of Grey Eagle on Cnty Rd 102 to NW shore.,Burnhamville Township,1,0,1,0,6,0,asphalt,1,concrete slab,-94.725475,45.898986
WAS02434,"Koronis Lake, Lake Park Public Water Access Site","From Paynesville, S on Hwuy 55 1 mi to CoRd 124, go S .5 mi to Koronis Park Rd, turn W for .25 mi to site on NE shore of the Lake.",City of Paynesville,1,0,1,0,10,30,asphalt,1,concrete slab,-94.70142,45.348671
WAS02435,Pearl Lake Public Water Access Site,"From State Hwy. 23, 5 miles south on Co. Rd. 8, then 0.5 miles northeast on Co. Rd. 141, then 0.25 miles east on Co. Rd. 14 to the northwest shore of the lake.",DNR Division of Parks and Trails,1,1,1,0,24,0,asphalt,2,concrete slab,-94.310377,45.406038
WAS02436,"Mississippi River, Municipal Park Public Water Access Site",On the northwest side of Sauk Raids on the east bank of the Mississippi River.,City of Sauk Rapids,0,1,1,0,10,4,asphalt,1,concrete slab,-94.182679,45.59696
WAS02437,"Mississippi River, 4th Ave Landing Public Water Access Site","North of Broadway in central Little Falls, on the east bank of the Mississippi River.",City of Little Falls,1,0,1,0,8,0,asphalt,1,concrete slab,-94.362394,45.981093
WAS02438,Mayhew Lake Public Water Access Site,The access is on the southwest corner of Mayhew Lake. From Mayhew Lake Rd. (Co.Rd.1) go west on 90th St. NE. for 1 mile.,Benton County,0,1,1,0,6,0,natural,1,concrete slab,-94.100333,45.697139
WAS02439,"Long Lake, Higgins Public Water Access Site","2.5 mi W of Burtrum on Cnty Rd 13, then 1 mi E on Cnty Rd 104 to NE shore.",DNR Division of Parks and Trails,1,0,1,0,6,0,gravel,1,concrete slab,-94.89579,45.803107
WAS02440,Little Waverly Lake Public Water Access Site,"From Waverly, 1 mile northwest on County Road 8, on the northeast shore of Little Waverly Lake.",Wright County,0,0,0,0,0,0,,1,concrete slab,-93.987542,45.072037
WAS02441,Latimer Lake Public Water Access Site,"2 mi S of Long Prairie on US Hwy 71, then 1.5 mi SE to N shore.",DNR Division of Parks and Trails,1,0,1,0,10,0,gravel,1,concrete slab,-94.847004,45.92545
WAS02442,"Long Lake, Kobliska WMA Public Water Access Site","From Browerville, E on CoRd 16 2.5 mi to CoRd 18, then E on CoRd 18 6 miles to gravel township road, then north 2 miles to site on west shore of lake.",DNR Division of Fish and Wildlife,0,0,1,0,4,0,gravel,1,gravel,-94.711802,46.191291
WAS02443,"Koronis Lake, Co Park Public Water Access Site","3 miles south of Paynesville, in Lake Koronis Regional Park on the west shore of Koronis Lake.","Stearns County, Parks Department",1,1,1,0,20,0,gravel,1,concrete slab,-94.727933,45.328365
WAS02444,Little Swan Lake Public Water Access Site,"8 miles southeast of Long Prairie, just off CSAH 12, on the northeast shroe of Little Swan Lake.",Burnhamville Township,0,0,1,0,2,0,gravel,1,concrete slab,-94.684453,45.930625
WAS02445,Orono Lake Public Water Access Site,"In Lake Orono Park, 0.5 mi W of Elk River on US Hwy 10 to W shore.",City of Elk River,1,1,1,0,20,0,asphalt,1,concrete slab,-93.600452,45.308509
WAS02446,Maple Lake (E) Public Water Access Site,"3.5 mi NE of the city of Maple Lake on Cnty Rd 37, to NE shore.",Wright County,1,0,1,0,4,0,asphalt,1,concrete slab,-93.929178,45.245364
WAS02447,"Mille Lacs Lake, Liberty Beach Public Water Access Site",7 miles north of Isle on Hwy 47,DNR Division of Parks and Trails,2,2,1,0,40,0,asphalt,2,concrete slab,-93.526899,46.233788
WAS02448,"Mississippi River, Sartell Public Water Access Site","From Sartell, N on CoRd 33 .5 mi to CoRd 55, N on Cord 55 1 mi to site.",DNR Division of Parks and Trails,2,1,1,0,31,0,asphalt,2,concrete slab,-94.202499,45.6435
WAS02449,"Long Lake, Richmond Public Water Access Site","3.5 mi N of Eden Valley on Cnty Rd 22, then .5 mi N on Browns Lake Rd to SW shore.",DNR Division of Parks and Trails,1,0,1,0,4,0,asphalt,1,concrete slab,-94.531372,45.390766
WAS02450,Minnewawa Lake (SE) Public Water Access Site,Southwest of Sheshebee on Goshawk St.,DNR Division of Parks and Trails,1,1,1,0,8,0,gravel,2,concrete slab,-93.25513,46.695558
WAS02451,Little Rock Lake (NW) Public Water Access Site,"From Rice, E on Co Rd 2; 1 mi to W Lake Dr, then S 1 mi to site on the NW shore of the lake.",Benton County,0,0,1,0,4,0,natural,1,natural,-94.177612,45.734556
WAS02452,Lewis Lake Public Water Access Site,"4.5 mi S of Mora on Mn Hwy 65, then 5 mi S and W on Cnty Rd 47, then 1 mi W on access road to E shore.",DNR Division of Parks and Trails,1,1,1,0,8,0,natural,1,concrete slab,-93.366405,45.745332
WAS02453,"Mississippi River, Heims Mill Public Water Access Site","In northeast St. Cloud, at the confluence of the Mississippi and Sauk Rivers on the Mississippi River.",Stearns County,0,0,1,0,0,5,gravel,1,natural,-94.177285,45.592063
WAS02454,Malmedal Lake Public Water Access Site,3.5 mi N of Starbuck on Mn Hwy 114 to NE shore.,MNDOT,0,0,1,0,1,0,natural,1,natural,-95.525837,45.672101
WAS02455,"Long Lake, Ponto Public Water Access Site",5 miles northeast of Longville on northwest shore of Long Lake.,DNR Division of Parks and Trails,1,0,1,0,6,0,gravel,1,concrete slab,-94.344999,46.892367
WAS02456,Leavitt Lake Public Water Access Site,2 miles East of Outing on Cass Co. Rd. #58.,DNR Division of Parks and Trails,0,0,1,0,5,0,gravel,1,concrete slab,-93.9166,46.829935
WAS02457,Pine Mountain Lake Public Water Access Site,In Backus at the West end of Washburn Avenue.,City of Backus,1,1,1,0,9,0,gravel,1,concrete slab,-94.520779,46.820899
WAS02458,Ox Yoke Lake Public Water Access Site,"3 miles N of Backus on Hwy 371, then 0.5 mile E on Co Rd 117, then 1.5 miles E on Twp Rd.",DNR Division of Parks and Trails,1,0,1,0,6,0,gravel,1,concrete slab,-94.460964,46.862433
WAS02459,Loon Lake Public Water Access Site,"2 miles South of Pequot Lakes on MN Hwy. 371, then 2.5 miles West on Crow Wing Co. Rd. #168.",DNR Division of Parks and Trails,0,0,1,0,6,0,gravel,1,concrete slab,-94.35892,46.57251
WAS02460,Mud Lake (SE) Public Water Access Site,"13 miles east of Federal Dam, on northeast shore of Mud Lake.",DNR Division of Fish and Wildlife,1,1,1,0,0,10,gravel,1,gravel,-93.945283,47.25357
WAS02461,"Lake Winnibigoshish, Tamarack Point Public Water Access Site","1.2 mi E of Bena on US Hwy 2, then 5.4 mi N on Cnty Rd 9, then 3.2 mi N on National Forest Rd 2163.",U.S. Forest Service,0,1,1,0,20,0,gravel,1,concrete slab,-94.114849,47.447005
WAS02462,"Mississippi River, #2 Public Water Access Site","5 mi W of the city of Deer River on Mn Hwy 2, then 2 mi S on Cnty Rd 18 to N bank of the river.",U.S. Forest Service,0,0,1,0,6,0,gravel,1,concrete slab,-93.903386,47.302081
WAS02463,Lower Trelipe Lake Public Water Access Site,12 mi E of Longville off Cnty Rd 7 on E shore.,DNR Division of Parks and Trails,1,0,1,0,8,0,natural,1,concrete slab,-94.053325,46.987702
WAS02464,Dark Lake Public Water Access Site,Take Hwy 71 N from Northome to Co Rd 25,Koochiching County,1,0,1,0,4,0,natural,1,concrete slab,-94.098031,47.960203
WAS02465,"Mississippi River, Zebulon Pike Lake Landing Public Water Access Site","2.5 miles NW of Roylaton off Morrison Co. Rd. 258, above Blanchard Dam",Minnesota Power and Light,1,0,1,0,8,0,gravel,1,concrete slab,-94.355023,45.865132
WAS02466,Dead Lake WMA Public Water Access Site,"From Richville take Co Hwy 14 west 1.75 miles to Co Hwy 44.  Go west 2.75 miles to 370th St. Go west 1 mile to Murray.  Head south, then west .6 miles to site.",DNR Division of Fish and Wildlife,0,0,1,0,6,0,gravel,1,natural,-95.749042,46.495242
WAS02467,Dellwater Lake Public Water Access Site,"North of Bemidji, Hwy 89 N to Lumberjack Road NW",DNR Division of Parks and Trails,0,0,1,0,6,2,gravel,1,concrete slab,-95.086344,47.78701
WAS02468,Deer lake Public Water Access Site,12 miles miles west of Pine river on county Rd #2 then 3 miles north.,Cass County,0,0,1,0,4,0,gravel,1,concrete slab,-94.64353,46.737313
WAS02469,"Leech Lake, Erickson's Landing Public Water Access Site",In the City of Walker South on Hwy 371,DNR Division of Parks and Trails,1,2,1,0,30,3,gravel,2,concrete slab,-94.621619,47.134766
WAS02470,"Clear Lake, Watkins Public Water Access Site","South of Watkins, on County Road 2",Meeker County,1,1,1,0,7,0,gravel,1,concrete slab,-94.441692,45.267146
WAS02471,"Cloquet River, Hwy 7 Public Water Access Site",Heading North on State Hwy 53 turn left on County Road 7 (Twig intersection) continue traveling West for approximately 6.5 miles parking area is on North side of road.,DNR Division of Parks and Trails,0,0,1,0,0,3,gravel,0,natural,-92.514579,46.896325
WAS02472,Boys Public Water Access Site,"10 miles northeast of Grand Marais, off Forest Road 140, just past Mink Lake.",U.S. Forest Service,0,0,1,0,0,10,natural,0,natural,-90.217134,47.868621
WAS02474,Hare Lake Public Water Access Site,"From Finland take Hwy 7  (Cramer Rd) north past Nimemile and Echo, on west side of road",U.S. Forest Service,0,0,1,0,0,0,natural,0,natural,-91.047268,47.60223
WAS02475,Christianson Public Water Access Site,"North of Two Harbors, take Hwy 2 to Little Langley River Bridge",Lake County,0,0,1,0,0,0,natural,0,natural,-91.66955,47.256421
WAS02476,Baker Lake Public Water Access Site,"11 miles northwest of Lutsen, on Rice Lake.",U.S. Forest Service,0,0,1,0,2,25,gravel,1,gravel,-90.816881,47.84519
WAS02477,Devil Track Lake Public Water Access Site,8.9 mi NW of Grand Marais off CSAH 8 on N shore.,DNR Division of Parks and Trails,0,0,1,0,0,3,natural,1,natural,-90.429365,47.826843
WAS02478,Clearwater Lake Public Water Access Site,"23 miles north of Grand Marais, at the end of County Raod 66, on the northwest shore.",Cook County,0,0,1,0,0,10,natural,1,natural,-90.368522,48.075188
WAS02479,Hungry Jack Lake Public Water Access Site,"23 miles north of Grand Marais, off County Road 65, on the north shore of Hungry Jack Lake.",U.S. Forest Service,0,0,1,0,0,5,natural,1,natural,-90.443809,48.061852
WAS02480,Aspen Lake Public Water Access Site,"27 mi N of Grand Marais on Cnty Rd 12, then 2.5 mi NE on Cnty Rd 66 to NW shore.",U.S. Forest Service,1,0,1,0,10,0,gravel,1,concrete slab,-90.419629,48.044627
WAS02481,Irish Creek/Swamp River Public Water Access Site,7 mi N of Hovland on CSAH 16 on S bank of Irish Creek.,DNR Division of Forestry,0,0,1,0,1,2,natural,1,gravel,-89.970491,47.933767
WAS02482,Brule Lake Public Water Access Site,"19 miles north of Lutsen, at the end of Forest Road 326, on the southeast shore of Brule Lake.",U.S. Forest Service,0,1,1,0,0,90,natural,1,concrete slab,-90.644979,47.926131
WAS02483,Ball Club Lake Public Water Access Site,"14 miles northwest of Grand Marais, at the end of Forest Road, on the south shore.",U.S. Forest Service,0,0,1,0,6,4,gravel,1,concrete slab,-90.502275,47.913135
WAS02484,Black Lake Public Water Access Site,1 mi N of Deerwood.,Crow Wing County,1,0,1,0,3,2,gravel,1,concrete slab,-93.892314,46.490766
WAS02485,Dago Lake Public Water Access Site,3 miles S of Sturgeon Lake to Dago Lake Road to PWA,DNR Division of Parks and Trails,0,2,1,0,4,6,gravel,1,concrete slab,-92.793312,46.354512
WAS02486,Briar Lake Public Water Access Site,"8 mi N of Duluth on Cnty Rd 37, then 7 mi N on Cnty Rd 44, then 1 mi NE on Cnty Rd 272.",DNR Division of Parks and Trails,0,0,0,0,0,0,,1,natural,-91.960738,47.07018
WAS02487,Caribou Lake Public Water Access Site,"6 miles north of Hermantown, off County Road 885, on the east shore of Caribou Lake.",DNR Division of Parks and Trails,1,1,1,0,6,0,gravel,1,concrete slab,-92.321615,46.899149
WAS02488,Holly Lake Public Water Access Site,"9 miles north of Lutsen, on CSAH 4, on the northeast shore of Holly Lake.",U.S. Forest Service,0,1,1,0,3,4,grass over gravel,1,gravel,-90.692728,47.777663
WAS02489,Barker Lake Public Water Access Site,"12 miles north & west of Lutsen, on the southeast corner of Barker Lake.",U.S. Forest Service,0,0,1,0,6,3,,1,natural,-90.737589,47.695836
WAS02490,Gunflint Lake Public Water Access Site,30 mi N of Grand Marais off Cnty Rd 50 on S shore.,U.S. Forest Service,1,1,1,0,6,0,gravel,1,concrete slab,-90.755957,48.084742
WAS02491,Crooked Lake Public Water Access Site,Approximately 20 mi N of Finland on Cnty Rd 7 to N shore.,U.S. Forest Service,0,1,1,0,6,0,gravel,1,concrete slab,-91.074048,47.6094
WAS02492,Dinham Lake Public Water Access Site,2 mi SE of Melrude to N shore.,DNR Division of Parks and Trails,0,1,1,0,3,0,gravel,1,concrete slab,-92.391775,47.231794
WAS02493,Cross River Lake Public Water Access Site,"11.5 miles southeast of Sawbill Landing, off Forest Rout 170, on the northwest shore of Cross River Lake.",U.S. Forest Service,0,0,0,0,0,0,,1,natural,-91.024723,47.693246
WAS02494,Dam 5 Lake Public Water Access Site,"17 miles northeast of Isabella, on the west shore of Dam Five Lake.",U.S. Forest Service,0,0,0,0,0,0,,1,natural,-91.094894,47.640108
WAS02496,Fall Lake (S) Public Water Access Site,North side of Winton on Longbranch Dr.,City of Winton,1,0,1,0,3,0,gravel,1,concrete slab,-91.801707,47.932072
WAS02497,Garden Lake Public Water Access Site,"1.5 miles north of Section Thirty, southwest of the CSAH 18 bridge, on the east shore of Garden Lake.",DNR Division of Parks and Trails,0,1,1,0,4,4,asphalt,1,concrete slab,-91.76061,47.928069
WAS02498,Fall Lake (N) Public Water Access Site,"1.5 mi NE of Winton on Mn Hwy 169, then 1.5 mi N on Cnty Rd 18, then N on Forest Rd to E shore.",U.S. Forest Service,1,0,1,0,33,60,asphalt,2,concrete slab,-91.72082,47.952793
WAS02499,East Chub Lake Public Water Access Site,"14.5 mi NW of Isabella, just W of Mn Hwy 1 to E shore.",DNR Division of Parks and Trails,0,0,1,0,6,0,gravel,1,natural,-91.619241,47.67783
WAS02500,Colby Lake Public Water Access Site,"In the City of Hoyt Lakes, on S shore.",City of Hoyt Lakes,1,1,1,0,24,12,natural,2,concrete slab,-92.151842,47.522277
WAS02501,Carey Lake Public Water Access Site,3.5 mi E of Hibbing on East 25th St (Dupont Road) to W shore.,City of Hibbing,0,0,1,0,2,0,asphalt,1,concrete slab,-92.830751,47.419534
WAS02502,Birch Lake (S) Public Water Access Site,"In Babbitt, off County Road 623, on the south side of Birch Lake.",City of Babbitt,2,0,1,0,22,16,asphalt,2,concrete slab,-91.889989,47.716518
WAS02503,Bear Island Lake (S) Public Water Access Site,"Off County Road 490, on the southwest shore of Bear Island Lake",St. Louis County,1,0,1,0,10,0,asphalt,1,concrete slab,-91.994157,47.759624
WAS02504,"Crow Wing River, Old Wadena County Park, #13 Public Water Access Site","From Aldrich, 4 miles north on County Road 26, then 3 miles east on a gravel road, the 0.5 miles north.",Wadena County,0,0,0,0,0,0,,0,natural,-94.825589,46.421901
WAS02505,Huntersville WMA (W) Public Water Access Site,2 mi E of Huntersville.,DNR Division of Fish and Wildlife,0,0,1,0,0,3,gravel,1,natural,-94.849272,46.775051
WAS02506,Big Bass Lake Public Water Access Site,6 mi N of Outing 0n MN Hwy. 6; then 0.5 mile West on Township Road #12.,DNR Division of Parks and Trails,0,0,1,0,8,0,gravel,1,concrete slab,-93.953175,46.90275
WAS02507,Big Portage Lake Public Water Access Site,"6 mi NE of Backus, on MN Hwy. 87.",DNR Division of Parks and Trails,1,0,1,0,4,0,gravel,1,concrete slab,-94.417813,46.849288
WAS02508,"Lake of the Woods, Warroad Point Public Water Access Site",In Warroad at the east end of Lake Street,City of Warroad,3,1,1,0,85,85,gravel,3,concrete slab,-95.297585,48.907474
WAS02509,"Lake of the Woods, Springsteel Resort & Marina Public Water Access Site",At Springsteel Island Resort,Springsteel Resort and Marina,1,1,1,0,6,4,gravel,1,concrete slab,-95.306697,48.946531
