Site ID,Site Name,Directions to Site,Site Coordinates,Administrator of Site,Number of Docks,Number of Restrooms,Number of Parking Lots,Number of Accessible Spaces,Number of Trailer Spaces,Number of Vehicle Spaces,Parking Lot Surface,Number of Ramps,Ramp Surface
WAS02707,"Big Fork River, Co Rd 5 Public Water Access Site","7.5 miles north of Effie, on MN Highway #5.","[-93.620213, 47.920561]",Koochiching County,0,1,0,0,0,0,,1,natural
WAS02708,"Big Fork River, Johnson Public Water Access Site","9 mi S of the city of Big Falls on Mn Hwy 6, then 1.25 mi E on access road.","[-93.681684, 48.08862]",DNR Division of Forestry,0,0,1,0,3,0,natural,0,natural
WAS02709,"Big Fork River, Reedy Flats Public Water Access Site",6 miles west of US 71 on CR 11.,"[-93.71277, 48.512201]",Molpus Timber Company,0,0,1,0,6,6,gravel,1,concrete slab
WAS02710,Duck Lake Public Water Access Site,Head south from Hwy 1 on Bass Lake Campground Rd for 1.4 miles to the access.,"[-93.412958, 47.795008]",Itasca County,0,0,0,0,0,0,,1,natural
WAS02711,Gunny Sack Lake Public Water Access Site,From Hwy 7 follow CR 345 east for 2.1 miles to the access,"[-93.396619, 47.608757]",Itasca County,0,0,1,0,2,0,,1,natural
WAS02712,Crooked Lake Public Water Access Site,"6 miles east of Marcell, off CSAH 49, on the east shore of Crooked Lake.","[-93.57446, 47.569628]",Itasca County,0,0,1,0,2,0,,1,natural
WAS02713,Buck Lake Public Water Access Site,11 mi N of Nashwauk on Mn Hwy 65 to W shore.,"[-93.19602, 47.528931]",DNR Division of Parks and Trails,1,0,1,0,3,0,gravel,1,concrete slab
WAS02714,Busties Lake Public Water Access Site,"5 mi E of Effie on Mn Hwy 1, then 3 mi NE on Cnty Rd 40 to N shore.","[-93.499121, 47.860953]",DNR Division of Parks and Trails,0,0,1,0,3,0,natural,1,gravel
WAS02715,Antler Lake Public Water Access Site,0.2 miles east of Hwy 7 on CR 341,"[-93.454819, 47.63037]",DNR Division of Parks and Trails,1,0,1,0,2,0,gravel,1,concrete slab
WAS02716,Burnt-shanty Lake Public Water Access Site,"4 mi S of Marcell on Mn Hwy 38, then 9 mi SE on Cnty Rd 49, then 2 mi N to S shore.","[-93.520308, 47.507423]",DNR Division of Forestry,1,1,1,0,4,0,gravel,1,concrete slab
WAS02717,Deer Lake Public Water Access Site,"14 mi E of Effie on Mn Hwy 1, then N and W 2 mi to SE shore.","[-93.374814, 47.825218]",DNR Division of Forestry,1,0,1,0,4,0,natural,1,concrete slab
WAS02718,Big Ole Lake Public Water Access Site,Follow CR 45 east out of Marcell for 4.2 miles to the access.,"[-93.608087, 47.574557]",U.S. Forest Service,0,0,0,0,0,0,,1,natural
WAS02719,Dead Horse Lake Public Water Access Site,"6 miles south of Marcell, on County Road 243, on the north shore of Dead Horse Lake.","[-93.676577, 47.536147]",U.S. Forest Service,0,0,0,0,0,0,,1,natural
WAS02720,Carpenter Lake Public Water Access Site,"10 miles north of the city of Deer River, off CSAh 48, on the south shore of Carpenter Lake.","[-93.701821, 47.45992]",U.S. Forest Service,0,0,0,0,0,0,,1,natural
WAS02721,Dixon Lake Public Water Access Site,"4 miles south of Rosy, off CSAH 33, on the west shore of Dixon Lake.","[-94.290538, 47.600314]",City of Rosy,0,0,0,0,0,0,,1,natural
WAS02722,Dunbar Lake Public Water Access Site,"5 miles west of the city of Squaw Lake, on CSAH 32, on the southwest shore of Dunbar Lake.","[-94.233967, 47.633639]",Itasca County,1,0,1,0,0,0,gravel,1,concrete slab
WAS02723,Decker Lake Public Water Access Site,"2 mi N of the city of Squaw Lake on Mn Hwy 46, then 9 mi W on Cnty Rd32, then 3.5 mi SE to E shore.","[-94.400695, 47.64115]",DNR Division of Parks and Trails,0,0,1,0,2,0,natural,1,gravel
WAS02724,Bowstring Lake (NE) Public Water Access Site,"Approximately 18.5 mi N of the city of Deer River on Mn Hwy 6, then W to NE shore.","[-93.895249, 47.568911]",DNR Division of Parks and Trails,1,1,1,0,24,0,natural,1,concrete slab
WAS02725,Greeley Lake Public Water Access Site,"6 miles south of Max, off MN Highway #46, on the south shore of Greeley Lake.","[-94.10249, 47.557137]",U.S. Forest Service,0,0,0,0,0,0,,1,natural
WAS02726,"Cut Foot Sioux Lake, Deer Lake Public Water Access Site","19 miles northwest of the city of Deer River, on Mn Highway #46, then 2.5 miles west on County Road 33, on Cut Foot Sioux Lake.","[-94.105255, 47.515916]",U.S. Forest Service,0,0,0,0,0,0,,1,concrete slab
WAS02727,"Bowstring River, #1 Public Water Access Site","3 miles south of the city of Dora Lake, on County Raod 147, on the east shore of the Bowstring River.","[-94.056702, 47.69544]",U.S. Forest Service,1,0,0,0,0,0,,1,natural
WAS02728,Arrowhead Lake Public Water Access Site,"7 miles north of Talmoon, on MN Highway 6, then 3.5 miles northwest on State Forest Road 2187, on the west tip of Arrowhead Lake.","[-93.827196, 47.71223]",U.S. Forest Service,0,0,1,0,3,0,,1,natural
WAS02729,Hale Lake Public Water Access Site,In Grand Rapids on SE shore.,"[-93.537244, 47.242709]",City of Grand Rapids,0,0,1,0,4,0,asphalt,1,concrete slab
WAS02730,Big Dick Lake Public Water Access Site,"5 Miles NE of Marcell, MN off USFS 2181","[-93.603271, 47.615787]",U.S. Forest Service,0,0,1,0,0,0,natural,0,natural
WAS02731,Hart Lake Public Water Access Site,"7 miles south of Pengilly, off Forest Service Road, on the northeast shore of Hart Lake.","[-93.14024, 47.262747]",Itasca County,0,0,1,0,2,0,natural,1,natural
WAS02732,Bass Lake (NE) Public Water Access Site,"10 miles northwest of Grand Rapids, on the northwest shore of Bass Lake.","[-93.662182, 47.335349]",Itasca County,0,0,1,0,3,0,,1,natural
WAS02733,Esquagamah Lake Public Water Access Site,"9 miles NW of Palisade, N on Cty Rd 3.","[-93.698044, 46.729914]",DNR Division of Parks and Trails,1,0,1,0,15,0,gravel,1,concrete slab
WAS02734,Big Sandy Lake (N) Public Water Access Site,Just N & E of Libby on the S bank of the Sandy River and NW shore of Big Sandy Lake.,"[-93.318696, 46.788396]",U.S. Army Corps of Engineers,1,1,1,0,8,1,asphalt,1,concrete slab
WAS02735,Hanging Kettle Lake Public Water Access Site,4 mi South of Aitkin on US Hwy. 169.,"[-93.716026, 46.471331]",DNR Division of Parks and Trails,1,0,1,0,12,0,gravel,1,concrete slab
WAS02736,Big Pine Lake Public Water Access Site,"4 miles North of Garrison on US Hwy. 169, then 1 mile North and West on South Pine Lake Road.","[-93.771213, 46.348748]",DNR Division of Parks and Trails,1,1,1,0,14,0,gravel,1,concrete slab
WAS02737,Hanson Lake Public Water Access Site,3 miles East of Aitkin on MN Hwy. 47,"[-93.641978, 46.519435]",DNR Division of Parks and Trails,1,0,1,0,7,0,gravel,1,concrete slab
WAS02738,Hanging Horn Lake Public Water Access Site,1 mi S of Barnum to Moose Horn River.,"[-92.704529, 46.481868]",City of Barnum,1,1,1,0,6,0,gravel,1,concrete slab
WAS02739,Echo Lake Public Water Access Site,1.5 mi E of Moose Lake on Cnty Rd 137 to Moose Lake State Park.,"[-92.732574, 46.435003]",DNR Division of Parks and Trails,1,1,1,0,8,0,gravel,1,concrete slab
WAS02740,Chub Lake Public Water Access Site,1.5 mi SW of Carlton on CSAH 3 to Chub Lake County Park.,"[-92.456989, 46.631521]",DNR Division of Parks and Trails,1,1,1,0,9,5,asphalt,1,concrete slab
WAS02741,Big Pine Lake Public Water Access Site,5 mi W of Finlayson off Mn Hwy 18 to NE shore.,"[-93.029598, 46.219661]",DNR Division of Parks and Trails,1,0,1,0,10,0,asphalt,1,concrete slab
WAS02742,Graces Lake Public Water Access Site,5 mi SE of Duxbury off Cnty Rd 173 to SW corner of the lake.,"[-92.44481, 46.073298]",DNR Division of Forestry,1,0,1,0,3,0,gravel,1,natural
WAS02743,Hay Creek Flow Public Water Access Site,"Two miles S of Duxbury on Cty 24 to Cty 25, five miles E on Cty 25","[-92.409939, 46.088739]",Arna Township,0,1,1,0,3,2,gravel,1,natural
WAS02744,"Cloquet River, Hwy 53 Wayside Rest Public Water Access Site",14 miles West of Duluth on Hwy 53,"[-92.460029, 46.959522]",MNDOT,0,0,1,0,0,0,natural,0,
WAS02745,Cramer Lake (S) Public Water Access Site,Follow Hwy 7 northest from Finland for 10 miles to access.,"[-91.107958, 47.509772]",DNR Division of Parks and Trails,0,0,1,0,0,0,natural,0,natural
WAS02746,Greenwood Lake Public Water Access Site,"16 miles northeast of Grand Marais, off Forest Road 309, on the southwest shore of Greenwood Lake.","[-90.184257, 47.98716]",U.S. Forest Service,1,1,1,0,6,6,gravel,1,concrete slab
WAS02747,Bartlett Lake Public Water Access Site,Just east of Northome off of Boy Scout Point Rd,"[-94.266441, 47.875996]",City of Northome,1,1,1,0,2,7,gravel,1,concrete slab
WAS02748,Bassett Lake Public Water Access Site,"Approximately 12 mi S of Biwabik on Cnty Rd 4, then 18 mi E on Cnty Rd 16, then .5 mi N on Cnty Rd 804 to N shore.","[-91.893964, 47.381164]",Bassett Township,0,1,1,0,3,2,asphalt,1,concrete slab
WAS02749,Cloquet Lake Public Water Access Site,"11 miles northwest of Finalnd, just west of Forest Route 102, on the southeast shore of Cloquet Lake.","[-91.483904, 47.431253]",U.S. Forest Service,1,0,0,0,0,0,,1,natural
WAS02750,Elixir Lake Public Water Access Site,"9.5 miles northeast of Isabella, just north of Forest Route 172, on the south shore of Elixir Lake.","[-91.146629, 47.644848]",U.S. Forest Service,0,0,0,0,0,0,,1,natural
WAS02751,"Rainy Lake, Frank Bohman Memorial Public Water Access Site",Take Hwy 11 2.7 miles east from Ranier to  Co Hwy 94.  Follow Co Hwy 94 north for 0.3 miles to Town Rd 275.  Follow Town Rd 275 west to access.,"[-93.289628, 48.608692]",DNR Division of Parks and Trails,1,1,1,0,25,0,gravel,2,concrete plank
WAS02752,Burntside Lake (NE) Public Water Access Site,"0.5 mi E of Ely on Mn Hwy 169, the 3 mi N on Cnty Rd 88, then 4 mi N on Cnty Rd 116, then 2 mi W on Passi Rd (Cnty Rd 803) to NE shore.","[-91.93753, 47.949622]",DNR Division of Parks and Trails,0,0,1,0,6,0,asphalt,1,concrete slab
WAS02753,Blackduck Lake Public Water Access Site,15 mi NE of Orr on Cnty Rd 203 to N shore.,"[-92.809435, 48.208711]",DNR Division of Parks and Trails,1,2,1,0,20,6,gravel,2,concrete slab
WAS02754,Ash River (S) Public Water Access Site,"30 mi N of Orr on US Hwy 53, then 9 mi E on Cnty Rd 129 to access, right side of road, N side of river.","[-92.815634, 48.405575]",DNR Division of Parks and Trails,1,1,1,0,15,0,gravel,1,concrete plank
WAS02755,Bright Lake Public Water Access Site,"Remote lake North of Ely, Cloquet Line is nearest Forest Road","[-91.782242, 47.98213]",DNR Division of Parks and Trails,0,0,0,0,0,0,,0,
WAS02756,Discovery Lake Public Water Access Site,Follow Hwy 169/Co Rd 18 for 15.5 miles to Snowbank Lake Rd.  Follow Snowbank Lake Rd for 0.6 miles east.  Hike in to access.,"[-91.481256, 47.965203]",DNR Division of Parks and Trails,0,0,1,0,0,12,gravel,0,
WAS02757,Embarrass Lake (N) Public Water Access Site,One mile E of downtown Biwabik on Mn Hwy 135 to N shore.,"[-92.314799, 47.535819]",DNR Division of Parks and Trails,0,1,1,0,10,4,asphalt,1,concrete slab
WAS02758,Ash Lake Public Water Access Site,"13 mi NW of Orr on US Hwy 53, then 0.25 mi W on Cnty Rd 518, then S on State Forest Rd to N shore.","[-92.928412, 48.220275]",DNR Division of Parks and Trails,1,1,1,0,10,2,gravel,1,concrete plank
WAS02759,Ed Shave Lake Public Water Access Site,Follow Echo Tr north out of Ely for 13.3 miles to access.,"[-91.945771, 48.073904]",DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab
WAS02760,Bear Head Lake Public Water Access Site,"In Bear Head Lake State Park, 10 mi E of Tower on Mn Hwy 169, then 7 mi S on Cnty Rd 128 to N shore.","[-92.082363, 47.788744]",DNR Division of Parks and Trails,1,1,1,0,12,0,gravel,1,concrete slab
WAS02761,Holman Lake Public Water Access Site,Take 169 east out of Taconite for 0.4 miles to access road.  Follow access road south for 0.5 miles to the access.,"[-93.355521, 47.310054]",Iron Range Township,0,0,1,0,5,0,gravel,1,concrete slab
WAS02762,Hanska Lake (S) Public Water Access Site,From Hanska follow CR 13 south for 2.7 miles to CR 6.  Follow CR 6 west for 3.2 miles to the access.,"[-94.564618, 44.110237]",DNR Division of Parks and Trails,2,1,1,0,30,0,asphalt,2,concrete slab
WAS02763,Ida Lake Public Water Access Site,From US-169 take 127th St east for 2 miles to access road.,"[-94.131767, 43.915723]",DNR Division of Parks and Trails,1,0,1,0,6,4,gravel,1,concrete slab
WAS02764,Big Cobb River Co RD 16 Public Water Access Site,Follow CR 16 south out of Mankato for 7 miles to the access.,"[-94.000593, 44.047129]",Blue Earth County,0,0,1,0,0,2,natural,0,natural
WAS02765,Bass Lake Public Water Access Site,6 mi NE of Winnebago on N shore.,"[-94.072748, 43.821498]",DNR Division of Parks and Trails,1,1,1,0,10,3,gravel,1,concrete slab
WAS02766,Belle Lake (S) Public Water Access Site,Head north from Hutchinson on CR 12 for 3.3 miles to Belle Lake Rd.  Follow Belle Lake Rd for 1.5 miles to Piepenburg County Park.  Access is in Park.,"[-94.423698, 44.97141]",McLeod County,1,1,1,0,15,0,asphalt,2,concrete slab
WAS02767,Bremers Lake Public Water Access Site,From New Auburd head west on CR 15/CR 17 for 4.5 miles to CR 13.  Follow CR 13 south for 0.5 miles to the access,"[-94.319024, 44.651205]",DNR Division of Fish and Wildlife,0,0,0,0,0,0,,0,natural
WAS02768,Cottonwood Lake Public Water Access Site,In Windom 0.5 mi N of CSAH 13 on W shore.,"[-95.102554, 43.876125]",City of Windom,1,1,1,0,10,10,asphalt,1,concrete slab
WAS02769,Clear Lake (S) Public Water Access Site,3 mi E of Dundee on S shore.,"[-95.410229, 43.849428]",DNR Division of Fish and Wildlife,0,0,1,0,0,5,gravel,1,gravel
WAS02770,"Des Moines River, Talc Public Water Access Site",3 mi NE of Dundee below Talcot Dam off CSAH 7.,"[-95.436303, 43.885505]",DNR Division of Fish and Wildlife,0,0,1,0,0,20,gravel,0,natural
WAS02771,"Des Moines River, Ashley Park Public Water Access Site","In Jackson, just north of the State Street bridge, on the Des Moines River.","[-94.987193, 43.625372]",City of Jackson,0,0,0,0,0,0,,0,natural
WAS02772,"Des Moines River, Mayflower Park Public Water Access Site",In Windom just downstream from the Hwy 60 & 71 bridge.,"[-95.107969, 43.857672]",City of Windom,0,0,1,0,10,10,gravel,1,concrete slab
WAS02773,Fish Lake (NW) Public Water Access Site,"3 miles east of Windom, off CSAH 17, on the north shore of Fish Lake.","[-95.039537, 43.852128]",Lakeside Township,0,0,1,0,0,2,gravel,0,natural
WAS02774,Bloody Lake Public Water Access Site,4.5 mi N of Currie to N shore.,"[-95.665321, 44.137034]",DNR Division of Parks and Trails,1,0,1,0,10,0,gravel,1,concrete slab
WAS02775,Big Slough Lake Public Water Access Site,"1 mi S of Slayton on US Hwy 59, then S on Twp Rd to E shore at end of the road.","[-95.719422, 43.96454]",DNR Division of Fish and Wildlife,0,0,1,0,8,5,gravel,2,concrete slab
WAS02776,Fulda Second Lake Public Water Access Site,"In the City of Fulda, off of East Lake Ave, on the north shore of Second Fulda Lake.","[-95.598726, 43.868144]",City of Fulda,1,0,1,0,5,2,asphalt,1,concrete slab
WAS02777,Dunns Lake Public Water Access Site,4.5 mi N of Darwin to N shore.,"[-94.426612, 45.161766]",DNR Division of Parks and Trails,0,0,1,0,10,0,natural,1,concrete slab
WAS02778,Hoff Lake Public Water Access Site,1.5 mi N of Cedar Mills to S shore.,"[-94.516483, 44.965409]",DNR Division of Parks and Trails,1,0,1,0,10,0,gravel,1,concrete slab
WAS02779,Francis Lake Public Water Access Site,"2 miles northeast of Kingston, on the northwest shore of Francis Lake.","[-94.272176, 45.22472]",Kingston Township,0,0,1,0,10,0,asphalt,1,concrete slab
WAS02780,Belle Lake (E) Public Water Access Site,8.5 mi S of Darwin to E shore.,"[-94.41379, 44.98245]",DNR Division of Parks and Trails,1,1,1,0,20,0,asphalt,1,concrete slab
WAS02781,Hassel Lake Public Water Access Site,5.5 miles north of Benson on CR 29,"[-95.576557, 45.396691]",DNR Division of Parks and Trails,0,0,1,0,10,0,gravel,1,concrete slab
WAS02782,"Big Stone Lake, Mallard Point Public Water Access Site","In Foster, take Hwy 7 to Mallard Point Drive/850th to Schrivers Lane.","[-96.676346, 45.414671]",DNR Division of Parks and Trails,1,1,1,1,28,12,asphalt,2,concrete slab
WAS02783,Bass Lake Public Water Access Site,"3 miles north of Ely, off CSAH 116, on the southwest tip of Bass Lake.","[-91.866133, 47.955322]",U.S. Forest Service,0,1,1,0,0,15,asphalt,1,natural
WAS02784,Balm Lake Public Water Access Site,"7 mi SW of Red Lake on MN Hwy 89, then 3 mi W on Cnty Rd 32, then W on Twp Rd to E shore.","[-95.101448, 47.796612]",DNR Division of Parks and Trails,1,0,1,0,15,0,gravel,1,concrete slab
WAS02785,Big Bass Lake Public Water Access Site,6 mi NE of Bemidji on Cnty Rd 20 then 1.5 mi S on Big Bass Lake Rd to S shore.,"[-94.789316, 47.525402]",DNR Division of Parks and Trails,1,1,1,0,5,0,gravel,1,concrete slab
WAS02786,"Big Stone Lake, Kanne Public Water Access Site",3 mi W on State Hwy 7 then .5 mi W on Co Rd 68 to E shore.,"[-96.4753, 45.355426]",DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab
WAS02787,"Big Stone Lake, Hornsteins Public Water Access Site",4 mi SW of Beardsly on SE shore.,"[-96.754878, 45.515369]",DNR Division of Parks and Trails,1,1,1,0,8,0,natural,1,concrete slab
WAS02788,Artichoke Lake (S) Public Water Access Site,9 mi NW of Appleton on S shore.,"[-96.118337, 45.319758]",DNR Division of Parks and Trails,2,1,1,0,30,0,gravel,2,concrete slab
WAS02789,Green Lake (NW) Public Water Access Site,3 mi N of Spicer on Cnty Rd 30 to NW shore.,"[-94.929305, 45.26525]",DNR Division of Parks and Trails,1,0,1,0,7,0,natural,1,concrete slab
WAS02790,Green Lake (SW) Public Water Access Site,"In Spicer off Cnty Rd 10, on SW shore.","[-94.937696, 45.232306]",DNR Division of Parks and Trails,3,1,1,0,21,0,asphalt,3,concrete slab
WAS02791,Diamond Lake (E) Public Water Access Site,"1.5 mi E of Atwater on US Hwy 12, then 3 mi N on Cnty Rd 137 to E shore.","[-94.822096, 45.178747]",Kandiyohi County,1,0,1,0,10,0,gravel,1,concrete slab
WAS02792,Diamond Lake (W) Public Water Access Site,"In Kandiyohi County Park #3, 3 mi S of Spicer on Cnty Rd 8, then 3 miE on Cnty Rd 26, then N on Cnty Rd 4 to W shore.","[-94.861252, 45.191091]",Kandiyohi County,2,1,1,0,30,0,asphalt,2,concrete slab
WAS02793,Andrew Lake (N) Public Water Access Site,"In Sibley State Park, 3 mi W of New London on Cnty Rd 40, then 1 mi Non US Hwy 71, then 2 mi W on Cnty Rd 48 to N shore.","[-95.045495, 45.315769]",DNR Division of Parks and Trails,1,1,1,0,9,0,asphalt,1,concrete slab
WAS02794,Ella Lake Public Water Access Site,"2 mi S of Atwater on Cnty Rd 2, then 1 mi W on Cnty Rd 23, then 1.5 mi S on Cnty Rd 86 to SE shore.","[-94.808306, 45.075959]",DNR Division of Parks and Trails,1,0,1,0,4,0,natural,1,concrete slab
WAS02795,Andrew Lake (S) Public Water Access Site,"4.5 mi W of New London on Cnty Rd 40, then .5 mi N on access road to S shore.","[-95.045743, 45.303799]",DNR Division of Parks and Trails,1,1,1,0,17,0,asphalt,1,concrete slab
WAS02796,Florida Slough Public Water Access Site,"2.5 mi W of Spicer on Cnty Rd 10, then 0.5 mi N on US Hwy 71, then 4 mi W and N on Cnty Rd 29, then 1.5 mi S on Cnty Rd 120 to NE shore of slough.","[-95.071485, 45.249147]",DNR Division of Parks and Trails,0,0,1,0,6,0,natural,1,gravel
WAS02797,"Foot Lake, Robbins Island Public Water Access Site",In Wilmar off of 10th St NE,"[-95.0352, 45.128839]",City of Willmar,0,1,1,0,10,0,gravel,1,concrete slab
